#         noname          noname
  12.92500000        0.406651
  12.97500000         0.41933
  13.02500000         0.43016
  13.07500000        0.438678
  13.12500000        0.443804
  13.17500000         0.44285
  13.22500000        0.435151
  13.27500000        0.424877
  13.32500000        0.418366
  13.37500000        0.418277
  13.42500000        0.420941
  13.47500000        0.419829
  13.52500000        0.411049
  13.57500000        0.394983
  13.62500000        0.373979
  13.67500000        0.350655
  13.72500000        0.328598
  13.77500000        0.312588
  13.82500000        0.306445
  13.87500000        0.310715
  13.92500000        0.322612
  13.97500000        0.337361
  14.02500000        0.349478
  14.07500000        0.354559
  14.12500000        0.351644
  14.17500000        0.343964
  14.22500000        0.336586
  14.27500000        0.332833
  14.32500000        0.332771
  14.37500000        0.334817
  14.42500000        0.337964
  14.47500000        0.341651
  14.52500000        0.344043
  14.57500000        0.342243
  14.62500000        0.335072
  14.67500000         0.32478
  14.72500000        0.315013
  14.77500000        0.307302
  14.82500000        0.300328
  14.87500000        0.292594
  14.92500000        0.284755
  14.97500000        0.278593
  15.02500000        0.274508
  15.07500000        0.271137
  15.12500000        0.267204
  15.17500000        0.262961
  15.22500000        0.259998
  15.27500000        0.260037
  15.32500000        0.263438
  15.37500000          0.2685
  15.42500000        0.272597
  15.47500000        0.274283
  15.52500000        0.274033
  15.57500000        0.272861
  15.62500000        0.270568
  15.67500000        0.265478
  15.72500000         0.25569
  15.77500000        0.240848
  15.82500000        0.223238
  15.87500000        0.206995
  15.92500000        0.195397
  15.97500000        0.188659
  16.02500000        0.184718
  16.07500000        0.181979
  16.12500000        0.180656
  16.17500000          0.1815
  16.22500000        0.184001
  16.27500000        0.186458
  16.32500000        0.187563
  16.37500000         0.18739
  16.42500000        0.186972
  16.47500000        0.187227
  16.52500000        0.187978
  16.57500000        0.188018
  16.62500000        0.186666
  16.67500000        0.184742
  16.72500000        0.182997
  16.77500000        0.180313
  16.82500000        0.174926
  16.87500000        0.167043
  16.92500000        0.159149
  16.97500000        0.153821
  17.02500000         0.15168
  17.07500000        0.151084
  17.12500000        0.149356
  17.17500000        0.144505
  17.22500000        0.136412
  17.27500000        0.127023
  17.32500000        0.119388
  17.37500000        0.115705
  17.42500000        0.115705
  17.47500000         0.11714
  17.52500000        0.118113
  17.57500000        0.118756
  17.62500000        0.120476
  17.67500000        0.123691
  17.72500000        0.126545
  17.77500000        0.126072
  17.82500000        0.120791
  17.87500000        0.112085
  17.92500000        0.102901
  17.97500000       0.0953169
  18.02500000       0.0895669
  18.07500000       0.0849268
  18.12500000       0.0808323
  18.17500000        0.077313
  18.22500000       0.0749277
  18.27500000       0.0742201
  18.32500000       0.0749411
  18.37500000       0.0760416
  18.42500000       0.0766544
  18.47500000       0.0768359
  18.52500000        0.077296
  18.57500000       0.0787529
  18.62500000       0.0815073
  18.67500000       0.0850989
  18.72500000       0.0880852
  18.77500000       0.0884707
  18.82500000       0.0849688
  18.87500000       0.0781796
  18.92500000        0.070368
  18.97500000       0.0638906
  19.02500000       0.0598707
  19.07500000       0.0582148
  19.12500000       0.0583876
  19.17500000       0.0598784
  19.22500000       0.0621277
  19.27500000       0.0643998
  19.32500000       0.0659977
  19.37500000       0.0667582
  19.42500000       0.0673123
  19.47500000       0.0685476
  19.52500000       0.0706135
  19.57500000       0.0727328
  19.62500000       0.0742224
  19.67500000       0.0753892
  19.72500000       0.0770463
  19.77500000       0.0792467
  19.82500000       0.0808586
  19.87500000       0.0805959
  19.92500000       0.0783878
  19.97500000       0.0755048
  20.02500000       0.0732476
  20.07500000       0.0717042
  20.12500000       0.0699621
  20.17500000       0.0673346
  20.22500000       0.0641274
  20.27500000       0.0613957
  20.32500000       0.0602355
  20.37500000       0.0611396
  20.42500000       0.0636426
  20.47500000       0.0664576
  20.52500000       0.0681296
  20.57500000       0.0678854
  20.62500000       0.0662063
  20.67500000       0.0646315
  20.72500000       0.0646228
  20.77500000       0.0662353
  20.82500000        0.067957
  20.87500000       0.0681251
  20.92500000       0.0665146
  20.97500000       0.0643619
  21.02500000       0.0629083
  21.07500000       0.0622465
  21.12500000       0.0616285
  21.17500000       0.0605052
  21.22500000       0.0590033
  21.27500000       0.0575737
  21.32500000       0.0564194
  21.37500000       0.0553268
  21.42500000       0.0540581
  21.47500000        0.052799
  21.52500000       0.0520313
  21.57500000       0.0519812
  21.62500000       0.0523752
  21.67500000       0.0527621
  21.72500000       0.0529618
  21.77500000        0.053131
  21.82500000       0.0533694
  21.87500000       0.0533437
  21.92500000       0.0524745
  21.97500000       0.0505534
  22.02500000       0.0481171
  22.07500000        0.046196
  22.12500000       0.0456215
  22.17500000       0.0463727
  22.22500000        0.047505
  22.27500000       0.0478338
  22.32500000       0.0468393
  22.37500000       0.0449937
  22.42500000       0.0432893
  22.47500000       0.0424614
  22.52500000       0.0425561
  22.57500000       0.0430948
  22.62500000       0.0435765
  22.67500000       0.0438188
  22.72500000       0.0438869
  22.77500000       0.0438528
  22.82500000       0.0437405
  22.87500000       0.0436279
  22.92500000       0.0436281
  22.97500000       0.0436912
  23.02500000       0.0434789
  23.07500000       0.0425602
  23.12500000       0.0408393
  23.17500000       0.0387734
  23.22500000       0.0370922
  23.27500000       0.0362842
  23.32500000       0.0363302
  23.37500000       0.0368515
  23.42500000       0.0374535
  23.47500000       0.0379245
  23.52500000       0.0381484
  23.57500000       0.0379623
  23.62500000       0.0372697
  23.67500000       0.0362876
  23.72500000       0.0355033
  23.77500000       0.0353138
  23.82500000       0.0357598
  23.87500000        0.036563
  23.92500000       0.0372915
  23.97500000       0.0375083
  24.02500000       0.0369596
  24.07500000       0.0357633
  24.12500000       0.0343593
  24.17500000         0.03315
  24.22500000       0.0322007
  24.27500000       0.0313859
  24.32500000       0.0307562
  24.37500000       0.0305758
  24.42500000       0.0310025
  24.47500000       0.0318747
  24.52500000       0.0327959
  24.57500000       0.0333243
  24.62500000       0.0331505
  24.67500000       0.0322519
  24.72500000       0.0309259
  24.77500000        0.029627
  24.82500000       0.0286999
  24.87500000       0.0281951
  24.92500000       0.0278643
  24.97500000       0.0272775
  25.02500000       0.0260239
  25.07500000       0.0240191
  25.12500000       0.0217019
  25.17500000       0.0197774
  25.22500000       0.0186554
  25.27500000        0.018195
  25.32500000       0.0179851
  25.37500000       0.0177312
  25.42500000        0.017355
  25.47500000       0.0169144
  25.52500000       0.0165821
  25.57500000       0.0166252
  25.62500000       0.0172078
  25.67500000       0.0181432
  25.72500000       0.0189597
  25.77500000       0.0193151
  25.82500000       0.0192887
  25.87500000       0.0192028
  25.92500000       0.0192443
  25.97500000       0.0193488
  26.02500000       0.0193665
  26.07500000       0.0192132
  26.12500000       0.0188923
  26.17500000       0.0184998
  26.22500000       0.0182124
  26.27500000       0.0181615
  26.32500000       0.0182991
  26.37500000       0.0184569
  26.42500000       0.0185304
  26.47500000       0.0185379
  26.52500000       0.0185263
  26.57500000       0.0184998
  26.62500000       0.0184359
  26.67500000       0.0183132
  26.72500000        0.018122
  26.77500000       0.0178771
  26.82500000       0.0175956
  26.87500000       0.0172302
  26.92500000       0.0166527
  26.97500000        0.015766
  27.02500000       0.0146487
  27.07500000       0.0135634
  27.12500000       0.0127736
  27.17500000       0.0123202
  27.22500000       0.0119928
  27.27500000       0.0115631
  27.32500000       0.0110469
  27.37500000        0.010688
  27.42500000       0.0106838
  27.47500000       0.0109758
  27.52500000       0.0113144
  27.57500000       0.0114814
  27.62500000       0.0114494
  27.67500000       0.0113768
  27.72500000       0.0114515
  27.77500000       0.0117026
  27.82500000       0.0119637
  27.87500000       0.0120363
  27.92500000       0.0118758
  27.97500000       0.0116099
  28.02500000       0.0113921
  28.07500000       0.0112483
  28.12500000       0.0110694
  28.17500000       0.0107709
  28.22500000       0.0104341
  28.27500000       0.0102321
  28.32500000       0.0102187
  28.37500000         0.01026
  28.42500000       0.0102112
  28.47500000       0.0101247
  28.52500000        0.010214
  28.57500000       0.0105934
  28.62500000       0.0111099
  28.67500000       0.0114656
  28.72500000        0.011459
  28.77500000       0.0110937
  28.82500000       0.0105364
  28.87500000       0.0100213
  28.92500000      0.00973253
  28.97500000      0.00970317
  29.02500000       0.0098181
  29.07500000      0.00991999
  29.12500000      0.00990991
  29.17500000      0.00976661
  29.22500000      0.00950739
  29.27500000      0.00914924
  29.32500000       0.0087143
  29.37500000      0.00826656
  29.42500000      0.00789612
  29.47500000      0.00762528
  29.52500000      0.00735247
  29.57500000      0.00693449
  29.62500000      0.00633082
  29.67500000      0.00565404
  29.72500000      0.00508572
  29.77500000       0.0047558
  29.82500000      0.00468332
  29.87500000      0.00479349
  29.92500000      0.00497785
  29.97500000      0.00515217
