#         noname          noname
  12.97500000        0.393044
  13.02500000        0.391944
  13.07500000        0.380034
  13.12500000        0.356228
  13.17500000        0.331806
  13.22500000        0.319422
  13.27500000        0.321971
  13.32500000        0.332873
  13.37500000        0.344089
  13.42500000        0.352491
  13.47500000        0.360638
  13.52500000        0.372702
  13.57500000        0.389324
  13.62500000        0.406946
  13.67500000        0.421908
  13.72500000        0.432466
  13.77500000        0.436311
  13.82500000        0.430286
  13.87500000        0.414581
  13.92500000        0.393881
  13.97500000        0.372636
  14.02500000         0.35204
  14.07500000        0.332798
  14.12500000        0.318083
  14.17500000        0.311666
  14.22500000        0.313589
  14.27500000        0.318971
  14.32500000        0.321799
  14.37500000        0.319842
  14.42500000        0.315758
  14.47500000        0.314329
  14.52500000        0.318986
  14.57500000        0.329261
  14.62500000        0.339552
  14.67500000        0.341209
  14.72500000        0.328903
  14.77500000        0.306298
  14.82500000         0.28401
  14.87500000        0.270912
  14.92500000        0.267781
  14.97500000        0.268797
  15.02500000        0.267736
  15.07500000        0.262919
  15.12500000        0.257694
  15.17500000        0.256967
  15.22500000        0.263047
  15.27500000        0.273848
  15.32500000        0.283655
  15.37500000        0.286036
  15.42500000        0.278394
  15.47500000        0.264743
  15.52500000        0.252953
  15.57500000        0.248686
  15.62500000        0.251728
  15.67500000        0.256876
  15.72500000        0.257946
  15.77500000        0.252371
  15.82500000        0.242546
  15.87500000        0.232588
  15.92500000        0.225275
  15.97500000        0.222433
  16.02500000        0.224887
  16.07500000        0.229827
  16.12500000        0.230926
  16.17500000        0.223549
  16.22500000        0.208426
  16.27500000        0.189049
  16.32500000         0.16767
  16.37500000        0.145663
  16.42500000        0.126061
  16.47500000        0.113419
  16.52500000         0.11127
  16.57500000        0.120357
  16.62500000        0.138277
  16.67500000        0.159601
  16.72500000        0.177298
  16.77500000        0.185953
  16.82500000        0.184364
  16.87500000        0.175435
  16.92500000        0.164296
  16.97500000        0.156316
  17.02500000         0.15543
  17.07500000        0.162609
  17.12500000        0.174752
  17.17500000        0.185307
  17.22500000        0.187537
  17.27500000        0.178792
  17.32500000         0.16243
  17.37500000        0.145524
  17.42500000        0.133781
  17.47500000        0.127725
  17.52500000         0.12351
  17.57500000        0.117384
  17.62500000        0.109047
  17.67500000        0.100758
  17.72500000       0.0941979
  17.77500000       0.0891592
  17.82500000       0.0849984
  17.87500000       0.0821474
  17.92500000       0.0816256
  17.97500000       0.0835771
  18.02500000       0.0869251
  18.07500000       0.0903725
  18.12500000       0.0931737
  18.17500000       0.0947498
  18.22500000       0.0940163
  18.27500000       0.0897109
  18.32500000       0.0817393
  18.37500000       0.0721646
  18.42500000        0.064527
  18.47500000       0.0618605
  18.52500000       0.0650625
  18.57500000         0.07262
  18.62500000        0.081455
  18.67500000       0.0882884
  18.72500000       0.0909633
  18.77500000       0.0891504
  18.82500000       0.0841805
  18.87500000       0.0781956
  18.92500000       0.0731145
  18.97500000       0.0700372
  19.02500000       0.0691944
  19.07500000       0.0699063
  19.12500000       0.0706432
  19.17500000       0.0699908
  19.22500000       0.0680596
  19.27500000       0.0665716
  19.32500000       0.0672557
  19.37500000       0.0703312
  19.42500000        0.074533
  19.47500000       0.0781777
  19.52500000       0.0799451
  19.57500000       0.0790324
  19.62500000       0.0753344
  19.67500000       0.0697475
  19.72500000       0.0638163
  19.77500000       0.0587408
  19.82500000       0.0549798
  19.87500000       0.0528808
  19.92500000       0.0530766
  19.97500000       0.0557628
  20.02500000       0.0599549
  20.07500000       0.0641563
  20.12500000       0.0677743
  20.17500000       0.0713521
  20.22500000       0.0753813
  20.27500000       0.0793595
  20.32500000       0.0820947
  20.37500000       0.0827274
  20.42500000       0.0815642
  20.47500000       0.0799588
  20.52500000       0.0790636
  20.57500000       0.0786187
  20.62500000       0.0772359
  20.67500000       0.0738695
  20.72500000       0.0687922
  20.77500000       0.0632936
  20.82500000       0.0587927
  20.87500000       0.0561386
  20.92500000       0.0552804
  20.97500000       0.0554473
  21.02500000       0.0558372
  21.07500000       0.0561218
  21.12500000       0.0562049
  21.17500000       0.0558433
  21.22500000       0.0548757
  21.27500000       0.0535808
  21.32500000       0.0524365
  21.37500000       0.0516283
  21.42500000       0.0510204
  21.47500000       0.0505288
  21.52500000        0.050333
  21.57500000       0.0506966
  21.62500000       0.0516891
  21.67500000       0.0531567
  21.72500000       0.0549444
  21.77500000       0.0570461
  21.82500000       0.0593635
  21.87500000       0.0612335
  21.92500000       0.0614474
  21.97500000       0.0591823
  22.02500000       0.0550333
  22.07500000       0.0508509
  22.12500000       0.0483236
  22.17500000        0.047729
  22.22500000       0.0480497
  22.27500000        0.048045
  22.32500000       0.0470196
  22.37500000       0.0448496
  22.42500000       0.0418077
  22.47500000        0.038531
  22.52500000       0.0359088
  22.57500000       0.0347455
  22.62500000       0.0354125
  22.67500000       0.0377264
  22.72500000       0.0410349
  22.77500000       0.0443811
  22.82500000       0.0467793
  22.87500000       0.0475968
  22.92500000       0.0467944
  22.97500000       0.0448808
  23.02500000       0.0426397
  23.07500000       0.0407009
  23.12500000       0.0391811
  23.17500000       0.0377784
  23.22500000       0.0362975
  23.27500000       0.0350308
  23.32500000       0.0345389
  23.37500000       0.0351172
  23.42500000       0.0366249
  23.47500000       0.0387429
  23.52500000       0.0410917
  23.57500000       0.0430825
  23.62500000        0.043993
  23.67500000       0.0434063
  23.72500000       0.0415759
  23.77500000       0.0393414
  23.82500000       0.0375933
  23.87500000       0.0366435
  23.92500000       0.0360514
  23.97500000       0.0350996
  24.02500000       0.0334346
  24.07500000       0.0312873
  24.12500000        0.029243
  24.17500000       0.0279073
  24.22500000        0.027668
  24.27500000       0.0285508
  24.32500000       0.0301754
  24.37500000       0.0319259
  24.42500000       0.0333261
  24.47500000       0.0342405
  24.52500000       0.0346105
  24.57500000       0.0341656
  24.62500000        0.032689
  24.67500000       0.0304932
  24.72500000       0.0283388
  24.77500000       0.0268906
  24.82500000       0.0264037
  24.87500000       0.0267686
  24.92500000       0.0275796
  24.97500000       0.0282394
  25.02500000       0.0282902
  25.07500000       0.0277017
  25.12500000       0.0266945
  25.17500000       0.0253083
  25.22500000       0.0233557
  25.27500000       0.0208502
  25.32500000       0.0182952
  25.37500000       0.0164156
  25.42500000       0.0156398
  25.47500000       0.0158538
  25.52500000        0.016543
  25.57500000       0.0170964
  25.62500000       0.0171011
  25.67500000       0.0165741
  25.72500000       0.0159802
  25.77500000       0.0159044
  25.82500000       0.0165832
  25.87500000       0.0177225
  25.92500000       0.0187542
  25.97500000       0.0192454
  26.02500000       0.0191271
  26.07500000       0.0186725
  26.12500000       0.0182957
  26.17500000       0.0182573
  26.22500000        0.018508
  26.27500000       0.0188893
  26.32500000       0.0194355
  26.37500000       0.0202758
  26.42500000       0.0212308
  26.47500000       0.0217632
  26.52500000       0.0214638
  26.57500000       0.0204822
  26.62500000       0.0193934
  26.67500000       0.0186803
  26.72500000       0.0183729
  26.77500000       0.0181434
  26.82500000       0.0176658
  26.87500000        0.016828
  26.92500000       0.0156798
  26.97500000        0.014333
  27.02500000       0.0129647
  27.07500000       0.0118346
  27.12500000        0.011178
  27.17500000       0.0110139
  27.22500000        0.011095
  27.27500000       0.0111317
  27.32500000       0.0110621
  27.37500000       0.0110261
  27.42500000       0.0110903
  27.47500000       0.0111293
  27.52500000       0.0110396
  27.57500000       0.0109497
  27.62500000       0.0110954
  27.67500000       0.0115422
  27.72500000       0.0121372
  27.77500000       0.0126827
  27.82500000       0.0130504
  27.87500000       0.0131621
  27.92500000        0.012977
  27.97500000       0.0125259
  28.02500000       0.0119106
  28.07500000        0.011247
  28.12500000       0.0106089
  28.17500000       0.0100092
  28.22500000      0.00944183
  28.27500000      0.00896172
  28.32500000      0.00869327
  28.37500000      0.00872737
  28.42500000       0.0090378
  28.47500000      0.00951417
  28.52500000       0.0100392
  28.57500000       0.0105191
  28.62500000       0.0108849
  28.67500000       0.0111155
  28.72500000        0.011269
  28.77500000        0.011438
  28.82500000        0.011613
  28.87500000       0.0116275
  28.92500000       0.0113397
  28.97500000       0.0108578
  29.02500000       0.0104575
  29.07500000       0.0102571
  29.12500000       0.0100781
  29.17500000       0.0096707
  29.22500000      0.00901941
  29.27500000      0.00837925
  29.32500000      0.00802234
  29.37500000      0.00797519
  29.42500000        0.008019
  29.47500000      0.00794505
  29.52500000      0.00774934
  29.57500000      0.00750373
  29.62500000      0.00711957
  29.67500000      0.00642451
  29.72500000      0.00546891
  29.77500000      0.00456912
  29.82500000      0.00399672
  29.87500000      0.00374877
  29.92500000      0.00364776
  29.97500000      0.00354486
